file_name,title,artist,genre,composers,performers,release_year,corpus,chord_progression_original,chord_progression
ireal-pro_661.jams,I've Told Eve'ry Little Star,Kern Jerome,medium_swing,,,,,F:maj6 D:min7 G:min7 C:7 A:7(b9) D:min7 Bb:min7 Eb:7 A:min7 D:min7 G:min7 C:7 F:maj6 D:min7 G:min7 C:7 F:maj6 D:min7 G:min7 C:7 A:7(b9) D:min7 Bb:min7 Eb:7 A:min7 D:min7 G:min7 C:7 F:maj6 D:min7 G:7 C:maj7 D:min7 G:7 C:maj7 C:dim7 B:hdim7 E:7(b9) A:min7 D:min7 G:7 G:min7 C:7 F:maj6 D:min7 G:min7 C:7 A:7(b9) D:min7 Bb:min7 Eb:7 A:min7 D:min7 G:min7 C:7 F:maj6 G:min7 C:7,<noparts> Fadd13 Dmin7 Gmin7 C7 A7b9 Dmin7 Bbmin7 Eb7 Amin7 Dmin7 Gmin7 C7 Fadd13 Dmin7 Gmin7 C7 Fadd13 Dmin7 Gmin7 C7 A7b9 Dmin7 Bbmin7 Eb7 Amin7 Dmin7 Gmin7 C7 Fadd13 Dmin7 G7 Cmaj7 Dmin7 G7 Cmaj7 Cdimb7 Bdim7 E7b9 Amin7 Dmin7 G7 Gmin7 C7 Fadd13 Dmin7 Gmin7 C7 A7b9 Dmin7 Bbmin7 Eb7 Amin7 Dmin7 Gmin7 C7 Fadd13 Gmin7 C7
ireal-pro_1368.jams,Well You Needn't,Monk Thelonious,medium_swing,,,,,F:maj6 Gb:7 F:maj6 Gb:7 F:maj6 Gb:7 F:maj6 F:maj6 F:maj6 Gb:7 F:maj6 Gb:7 F:maj6 Gb:7 F:maj6 F:maj6 Db:7 Db:7 D:7 D:7 Eb:7 E:7 Eb:7 D:7 Db:7 C:7 B:7 C:7 F:maj6 Gb:7 F:maj6 Gb:7 F:maj6 Gb:7 F:maj6 F:maj6,<noparts> Fadd13 Gb7 Fadd13 Gb7 Fadd13 Gb7 Fadd13 Gb7 Fadd13 Gb7 Fadd13 Gb7 Fadd13 Db7 D7 Eb7 E7 Eb7 D7 Db7 C7 B7 C7 Fadd13 Gb7 Fadd13 Gb7 Fadd13 Gb7 Fadd13
rock-corpus_21.jams,Born To Be Wild,,rock,,Steppenwolf,1968.0,,E:maj G:maj A:maj E:maj G:maj A:maj E:maj G:maj A:maj E:maj G:maj A:maj E:maj G:maj A:maj E:maj G:maj A:maj E:maj G:maj A:maj E:maj G:maj A:maj E:maj G:maj A:maj G:maj E:maj D:maj E:maj D:maj E:maj D:maj E:maj D:maj E:maj G:maj A:maj E:maj G:maj A:maj E:maj G:maj A:maj E:maj G:maj A:maj E:maj G:maj A:maj G:maj E:maj D:maj E:maj D:maj E:maj D:maj E:maj D:maj E:maj,<noparts> E G A E G A E G A E G A E G A E G A E G A E G A E G A G E D E D E D E D E G A E G A E G A E G A E G A G E D E D E D E D E
rock-corpus_45.jams,Fake Plastic Trees,,rock,,Radiohead,1995.0,,A:maj F#:min C#:min D:maj A:maj D:maj A:maj F#:min C#:min D:maj A:maj D:maj B:min A:maj B:min A:maj F#:min C#:min D:maj A:maj D:maj A:maj F#:min C#:min D:maj A:maj D:maj B:min A:maj B:min A:maj F#:min C#:min D:maj A:maj D:maj A:maj F#:min C#:min D:maj A:maj D:maj B:min A:maj B:min A:maj B:min A:maj B:min A:maj B:min A:maj B:min A:maj,<noparts> A F#min C#min D A D A F#min C#min D A D Bmin A Bmin A F#min C#min D A D A F#min C#min D A D Bmin A Bmin A F#min C#min D A D A F#min C#min D A D Bmin A Bmin A Bmin A Bmin A Bmin A Bmin A
rock-corpus_111.jams,Love And Happiness,,rock,,,,,Ab:min Db:min7 Ab:min Fb:7 Eb:7 Ab:min Fb:7 Eb:7 Ab:min Cb:maj Cb:7 Ab:min Gb:maj Ab:min Gb:maj Ab:min Gb:maj Ebb:maj Db:min Cb:maj Ebb:maj Db:min Cb:maj Cb:7 Ab:min Gb:maj Ab:min Gb:maj Ab:min Gb:maj Ebb:maj Db:min Cb:maj Ebb:maj Db:min Cb:maj Ebb:maj Db:min Cb:maj Fb:7 Eb:7 Ab:min Fb:7 Eb:7 Ab:min Fb:7 Eb:7 Ab:min Fb:7 Eb:7 Ab:min Cb:maj Cb:7 Ab:min Gb:maj Ab:min Gb:maj Ab:min Gb:maj Ebb:maj Db:min Cb:maj Ebb:maj Db:min Cb:maj Ebb:maj Db:min Cb:maj Fb:7 Eb:7 Ab:min Fb:7 Eb:7 Ab:min Fb:7 Eb:7 Ab:min Fb:7 Eb:7 Ab:min,<noparts> Abmin Dbmin7 Abmin Fb7 Eb7 Abmin Fb7 Eb7 Abmin Cb Cb7 Abmin Gb Abmin Gb Abmin Gb Ebb Dbmin Cb Ebb Dbmin Cb Cb7 Abmin Gb Abmin Gb Abmin Gb Ebb Dbmin Cb Ebb Dbmin Cb Ebb Dbmin Cb Fb7 Eb7 Abmin Fb7 Eb7 Abmin Fb7 Eb7 Abmin Fb7 Eb7 Abmin Cb Cb7 Abmin Gb Abmin Gb Abmin Gb Ebb Dbmin Cb Ebb Dbmin Cb Ebb Dbmin Cb Fb7 Eb7 Abmin Fb7 Eb7 Abmin Fb7 Eb7 Abmin Fb7 Eb7 Abmin
rock-corpus_31.jams,Come As You Are,,rock,,Nirvana,1991.0,,E:min D:maj E:min D:maj E:min D:maj E:min D:maj E:min D:maj E:min D:maj E:min D:maj E:min D:maj E:min D:maj E:min D:maj E:min D:maj E:min D:maj E:min G:maj E:min G:maj E:min G:maj E:min G:maj E:min D:maj E:min D:maj E:min D:maj E:min D:maj E:min G:maj E:min G:maj E:min G:maj E:min G:maj A:min C:maj A:min C:maj A:min C:maj A:min C:maj E:min D:maj E:min D:maj E:min D:maj E:min D:maj E:min D:maj E:min D:maj E:min D:maj E:min D:maj E:min D:maj E:min D:maj E:min G:maj E:min G:maj E:min G:maj E:min G:maj A:min C:maj A:min C:maj A:min C:maj A:min C:maj A:min C:maj A:min C:maj E:min D:maj E:min D:maj E:min D:maj E:min D:maj E:min,<noparts> Emin D Emin D Emin D Emin D Emin D Emin D Emin D Emin D Emin D Emin D Emin D Emin D Emin G Emin G Emin G Emin G Emin D Emin D Emin D Emin D Emin G Emin G Emin G Emin G Amin C Amin C Amin C Amin C Emin D Emin D Emin D Emin D Emin D Emin D Emin D Emin D Emin D Emin D Emin G Emin G Emin G Emin G Amin C Amin C Amin C Amin C Amin C Amin C Emin D Emin D Emin D Emin D Emin
rock-corpus_106.jams,Long Tall Sally,,rock,,Little Richard,1956.0,,F:maj Bb:maj F:maj C:maj Bb:maj F:maj Bb:maj F:maj C:maj Bb:maj F:maj Bb:maj F:maj C:maj Bb:maj F:maj Bb:maj F:maj C:maj Bb:maj F:maj Bb:maj F:maj C:maj Bb:maj F:maj Bb:maj F:maj C:maj Bb:maj F:maj Bb:maj F:maj C:maj Bb:maj F:maj Bb:maj F:maj C:maj Bb:maj F:maj,<noparts> F Bb F C Bb F Bb F C Bb F Bb F C Bb F Bb F C Bb F Bb F C Bb F Bb F C Bb F Bb F C Bb F Bb F C Bb F
rock-corpus_44.jams,Everyday People,,rock,,Sly and the Family Stone,1968.0,,G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj,<noparts> G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G C G
rock-corpus_36.jams,Dancing Queen,,rock,,Abba,1976.0,,A:maj D:maj A:maj D:maj A:maj D:maj A:maj E:maj D:maj A:maj E:maj C#:maj F#:min B:7 D:maj B:min7 A:maj D:maj A:maj D:maj A:maj D:maj A:maj D:maj A:maj F#:min E:7 A:maj E:7 A:maj E:maj F#:min A:maj D:maj A:maj F#:min E:7 A:maj E:7 A:maj E:maj F#:min B:min E:maj A:maj D:maj A:maj D:maj A:maj D:maj A:maj E:maj D:maj A:maj E:maj C#:maj F#:min B:7 D:maj B:min7 A:maj D:maj A:maj D:maj A:maj D:maj A:maj D:maj A:maj D:maj A:maj F#:min E:7 A:maj E:7 A:maj E:maj F#:min B:min E:maj A:maj D:maj A:maj D:maj A:maj D:maj A:maj E:maj D:maj A:maj E:maj C#:maj F#:min B:7 D:maj B:min7 A:maj D:maj A:maj D:maj A:maj D:maj A:maj D:maj A:maj D:maj A:maj D:maj A:maj D:maj,<noparts> A D A D A D A E D A E C# F#min B7 D Bmin7 A D A D A D A D A F#min E7 A E7 A E F#min A D A F#min E7 A E7 A E F#min Bmin E A D A D A D A E D A E C# F#min B7 D Bmin7 A D A D A D A D A D A F#min E7 A E7 A E F#min Bmin E A D A D A D A E D A E C# F#min B7 D Bmin7 A D A D A D A D A D A D A D
rock-corpus_91.jams,"It's A Man's, Man's, Man's World",,rock,,,,,Eb:min Bb:maj Db:7 Eb:min Bb:min Eb:min Bb:min Ab:min7 Bb:maj Eb:min Bb:min Eb:min Bb:min Eb:min Bb:min Eb:min Bb:min Eb:min Bb:min Eb:min Bb:min Eb:min Bb:min Eb:min Bb:min Eb:min Bb:min Eb:min Bb:min Ab:min7 Bb:maj Eb:min Bb:min Eb:min Bb:min Eb:min Bb:min Eb:min Bb:min Eb:min Bb:min Eb:min Bb:min Eb:min Bb:min Eb:min Bb:min Eb:min Bb:min Eb:min Bb:min Ab:min7 Bb:maj Eb:min Bb:min Eb:min Bb:min Eb:min Bb:min Eb:min Bb:min Eb:min Bb:min Eb:min Bb:min,<noparts> Ebmin Bb Db7 Ebmin Bbmin Ebmin Bbmin Abmin7 Bb Ebmin Bbmin Ebmin Bbmin Ebmin Bbmin Ebmin Bbmin Ebmin Bbmin Ebmin Bbmin Ebmin Bbmin Ebmin Bbmin Ebmin Bbmin Ebmin Bbmin Abmin7 Bb Ebmin Bbmin Ebmin Bbmin Ebmin Bbmin Ebmin Bbmin Ebmin Bbmin Ebmin Bbmin Ebmin Bbmin Ebmin Bbmin Ebmin Bbmin Ebmin Bbmin Abmin7 Bb Ebmin Bbmin Ebmin Bbmin Ebmin Bbmin Ebmin Bbmin Ebmin Bbmin Ebmin Bbmin
rock-corpus_11.jams,Be My Baby,,rock,,The Ronettes,1963.0,,E:maj F#:min B:maj E:maj F#:min B:maj G#:maj C#:maj F#:maj B:maj E:maj C#:min A:maj B:maj E:maj F#:min B:maj E:maj F#:min B:maj G#:maj C#:maj F#:maj B:maj E:maj C#:min A:maj B:maj E:maj F#:min B:maj E:maj F#:min B:maj E:maj C#:min A:maj B:maj E:maj C#:min A:maj B:maj,<noparts> E F#min B E F#min B G# C# F# B E C#min A B E F#min B E F#min B G# C# F# B E C#min A B E F#min B E F#min B E C#min A B E C#min A B
rock-corpus_70.jams,House Of The Rising Sun,,rock,,,,,A:min C:maj D:maj F:maj A:min E:7 A:min E:7 A:min C:maj D:maj F:maj A:min C:maj E:maj A:min C:maj D:maj F:maj A:min E:maj A:min C:maj D:maj F:maj A:min E:7 A:min E:7 A:min C:maj D:maj F:maj A:min C:maj E:maj A:min C:maj D:maj F:maj A:min E:maj A:min C:maj D:maj F:maj A:min E:7 A:min E:7 A:min C:maj D:maj F:maj A:min C:maj E:maj A:min C:maj D:maj F:maj A:min E:maj A:min C:maj D:maj F:maj A:min E:7 A:min E:7 A:min C:maj D:maj F:maj A:min C:maj E:maj A:min C:maj D:maj F:maj A:min E:maj A:min C:maj D:maj F:maj A:min E:7 A:min E:7 A:min C:maj D:maj F:maj A:min C:maj E:maj A:min C:maj D:maj F:maj A:min E:maj A:min C:maj D:maj F:maj A:min E:7 A:min E:7 A:min C:maj D:maj F:maj A:min C:maj E:maj A:min C:maj D:maj F:maj A:min E:maj A:min C:maj D:maj F:maj A:min E:7 A:min E:7 A:min C:maj D:maj F:maj A:min C:maj E:maj A:min C:maj D:maj F:maj A:min E:maj A:min C:maj D:maj F:maj A:min E:maj A:min D:min A:min D:min A:min D:min A:min D:min A:min D:min A:min,<noparts> Amin C D F Amin E7 Amin E7 Amin C D F Amin C E Amin C D F Amin E Amin C D F Amin E7 Amin E7 Amin C D F Amin C E Amin C D F Amin E Amin C D F Amin E7 Amin E7 Amin C D F Amin C E Amin C D F Amin E Amin C D F Amin E7 Amin E7 Amin C D F Amin C E Amin C D F Amin E Amin C D F Amin E7 Amin E7 Amin C D F Amin C E Amin C D F Amin E Amin C D F Amin E7 Amin E7 Amin C D F Amin C E Amin C D F Amin E Amin C D F Amin E7 Amin E7 Amin C D F Amin C E Amin C D F Amin E Amin C D F Amin E Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin
rock-corpus_140.jams,Ring Of Fire,,rock,,,,,G:maj C:maj G:maj D:7 G:maj C:maj G:maj C:maj G:maj D:maj G:maj D:maj G:maj C:maj G:maj C:maj G:maj D:maj G:maj D:maj C:maj G:maj D:maj C:maj G:maj D:maj G:maj D:maj G:maj C:maj G:maj D:7 G:maj C:maj G:maj D:7 G:maj D:maj C:maj G:maj D:maj C:maj G:maj D:maj G:maj D:maj G:maj C:maj G:maj C:maj G:maj D:maj G:maj D:maj G:maj C:maj G:maj C:maj G:maj D:maj G:maj D:maj C:maj G:maj D:maj C:maj G:maj D:maj G:maj D:maj G:maj D:maj C:maj G:maj D:maj C:maj G:maj D:maj G:maj D:maj G:maj D:maj G:maj D:maj G:maj D:maj G:maj D:maj G:maj D:maj,<noparts> G C G D7 G C G C G D G D G C G C G D G D C G D C G D G D G C G D7 G C G D7 G D C G D C G D G D G C G C G D G D G C G C G D G D C G D C G D G D G D C G D C G D G D G D G D G D G D G D
rock-corpus_5.jams,All Along The Watchtower,,rock,,,,,Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj C:min Bb:maj Ab:maj Bb:maj,<noparts> Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb Cmin Bb Ab Bb
rock-corpus_55.jams,Go Your Own Way,,rock,,Fleetwood Mac,1977.0,,F:maj C:maj Bb:maj F:maj C:maj Bb:maj F:maj D:min Bb:maj C:maj D:min Bb:maj C:maj D:min Bb:maj C:maj F:maj C:maj Bb:maj F:maj C:maj Bb:maj F:maj D:min Bb:maj C:maj D:min Bb:maj C:maj D:min Bb:maj C:maj F:maj C:maj Bb:maj F:maj C:maj Bb:maj F:maj D:min Bb:maj C:maj D:min Bb:maj C:maj D:min Bb:maj C:maj D:min Bb:maj C:maj D:min Bb:maj C:maj D:min Bb:maj C:maj D:min Bb:maj C:maj D:min Bb:maj C:maj D:min Bb:maj C:maj D:min Bb:maj C:maj D:min Bb:maj C:maj D:min Bb:maj C:maj,<noparts> F C Bb F C Bb F Dmin Bb C Dmin Bb C Dmin Bb C F C Bb F C Bb F Dmin Bb C Dmin Bb C Dmin Bb C F C Bb F C Bb F Dmin Bb C Dmin Bb C Dmin Bb C Dmin Bb C Dmin Bb C Dmin Bb C Dmin Bb C Dmin Bb C Dmin Bb C Dmin Bb C Dmin Bb C Dmin Bb C
rock-corpus_191.jams,Will You Love Me Tomorrow,,rock,,The Shirelles,1960.0,,C:maj D:min7 G:maj C:maj G:7 E:maj A:min F:maj G:maj C:maj D:min7 G:maj C:maj G:7 E:maj A:min F:maj G:maj C:maj F:maj E:min F:maj C:maj F:maj E:min A:min D:7 F:maj G:maj C:maj D:min7 G:maj C:maj G:7 E:maj A:min F:maj G:maj C:maj D:min7 G:maj C:maj G:7 E:maj A:min F:maj G:maj C:maj F:maj G:maj C:maj F:maj G:maj C:maj,<noparts> C Dmin7 G C G7 E Amin F G C Dmin7 G C G7 E Amin F G C F Emin F C F Emin Amin D7 F G C Dmin7 G C G7 E Amin F G C Dmin7 G C G7 E Amin F G C F G C F G C
rock-corpus_74.jams,I Fought The Law,,rock,,,,,G:maj C:maj D:maj G:maj D:maj G:maj C:maj G:maj C:maj G:maj D:maj G:maj C:maj D:maj G:maj D:maj G:maj C:maj G:maj C:maj G:maj D:maj G:maj C:maj D:maj G:maj D:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj D:maj G:maj C:maj D:maj G:maj D:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj D:maj G:maj C:maj G:maj C:maj G:maj D:maj G:maj C:maj D:maj G:maj D:maj G:maj C:maj G:maj C:maj G:maj D:maj G:maj C:maj D:maj G:maj D:maj G:maj C:maj G:maj C:maj G:maj C:maj G:maj D:maj G:maj C:maj D:maj G:maj D:maj G:maj,<noparts> G C D G D G C G C G D G C D G D G C G C G D G C D G D G C G C G C G D G C D G D G C G C G C G D G C G C G D G C D G D G C G C G D G C D G D G C G C G C G D G C D G D G
rock-corpus_137.jams,Rave On,,rock,,Buddy Holly and the Crickets,1958.0,,G:maj C:maj G:maj D:maj G:maj C:maj G:maj D:maj G:maj C:maj G:maj D:maj G:maj C:maj G:maj C:maj G:maj D:maj G:maj C:maj G:maj C:maj G:maj D:maj G:maj C:maj G:maj C:maj G:maj D:maj G:maj C:maj G:maj C:maj G:maj D:maj G:maj C:maj G:maj C:maj G:maj D:maj G:maj C:maj G:maj D:maj G:maj C:maj G:maj D:maj G:maj C:maj G:maj D:maj G:maj C:maj G:maj,<noparts> G C G D G C G D G C G D G C G C G D G C G C G D G C G C G D G C G C G D G C G C G D G C G D G C G D G C G D G C G
rock-corpus_76.jams,I Heard It Through The Grapevine,,rock,,,,,Eb:min Ab:maj Eb:min Bb:maj Ab:maj Eb:min Ab:maj Eb:min Bb:maj Ab:maj C:min Ab:maj Eb:min Ab:maj Eb:min Ab:maj Eb:min Ab:maj Eb:min Ab:maj Eb:min Ab:maj Eb:min Ab:maj Eb:min Bb:maj Ab:maj Eb:min Ab:maj Eb:min Bb:maj Ab:maj C:min Ab:maj Eb:min Ab:maj Eb:min Ab:maj Eb:min Ab:maj Eb:min Ab:maj Eb:min Ab:maj Eb:min Ab:maj Eb:min Bb:maj Ab:maj Eb:min Ab:maj Eb:min Bb:maj Ab:maj C:min Ab:maj Eb:min Ab:maj Eb:min Ab:maj Eb:min Ab:maj Eb:min Ab:maj Eb:min Ab:maj Eb:min,<noparts> Ebmin Ab Ebmin Bb Ab Ebmin Ab Ebmin Bb Ab Cmin Ab Ebmin Ab Ebmin Ab Ebmin Ab Ebmin Ab Ebmin Ab Ebmin Ab Ebmin Bb Ab Ebmin Ab Ebmin Bb Ab Cmin Ab Ebmin Ab Ebmin Ab Ebmin Ab Ebmin Ab Ebmin Ab Ebmin Ab Ebmin Bb Ab Ebmin Ab Ebmin Bb Ab Cmin Ab Ebmin Ab Ebmin Ab Ebmin Ab Ebmin Ab Ebmin Ab Ebmin
rock-corpus_185.jams,When A Man Loves A Woman,,rock,,,,,Db:maj Ab:maj Bb:min F:min Gb:maj Ab:maj Db:maj Ab:maj Db:maj Ab:maj Bb:min F:min Gb:maj Ab:maj Db:maj Ab:maj Db:maj Ab:maj Bb:min F:min Gb:maj Ab:maj Db:maj Ab:maj Db:maj Ab:maj Bb:min F:min Gb:maj Ab:maj Db:maj Ab:maj Db:maj Ab:maj Bb:min F:min Gb:maj Ab:maj Db:maj Db:7 Gb:maj Db:maj Gb:maj Db:maj Gb:maj Db:maj Bb:min Eb:maj Ab:maj Db:maj Ab:maj Bb:min F:min Gb:maj Ab:maj Db:maj Ab:maj Db:maj Ab:maj Bb:min F:min Gb:maj Ab:maj Db:maj Ab:maj Db:maj Ab:maj Bb:min F:min Gb:maj Ab:maj Db:maj Ab:maj Db:maj Ab:maj Bb:min F:min Gb:maj Ab:maj Db:maj Ab:maj,<noparts> Db Ab Bbmin Fmin Gb Ab Db Ab Db Ab Bbmin Fmin Gb Ab Db Ab Db Ab Bbmin Fmin Gb Ab Db Ab Db Ab Bbmin Fmin Gb Ab Db Ab Db Ab Bbmin Fmin Gb Ab Db Db7 Gb Db Gb Db Gb Db Bbmin Eb Ab Db Ab Bbmin Fmin Gb Ab Db Ab Db Ab Bbmin Fmin Gb Ab Db Ab Db Ab Bbmin Fmin Gb Ab Db Ab Db Ab Bbmin Fmin Gb Ab Db Ab
rock-corpus_22.jams,Born To Run,,rock,,,,,E:maj A:maj B:maj E:maj A:maj B:maj E:maj A:maj B:maj E:maj A:maj B:maj A:maj C#:min F#:min7 C#:min E:maj A:maj C#:min F#:min7 C#:min E:maj C#:min A:maj B:maj E:maj A:maj B:maj E:maj A:maj B:maj E:maj A:maj B:maj E:maj A:maj B:maj A:maj C#:min F#:min7 C#:min E:maj A:maj C#:min F#:min7 C#:min E:maj C#:min A:maj B:maj E:maj A:maj B:maj E:maj A:maj B:maj E:maj A:maj B:maj E:maj A:maj B:maj C#:min E:maj B:min D:maj G:maj A:maj C:maj D:maj G:maj A:maj C:maj F:maj C:maj F:maj F#:maj B:maj E:maj A:maj B:maj E:maj A:maj B:maj A:maj C#:min F#:min7 C#:min E:maj A:maj C#:min F#:min7 C#:min E:maj C#:min A:maj B:maj E:maj C#:min A:maj B:maj E:maj C#:min A:maj B:maj E:maj A:maj B:maj E:maj A:maj B:maj E:maj A:maj B:maj E:maj A:maj B:maj E:maj,<noparts> E A B E A B E A B E A B A C#min F#min7 C#min E A C#min F#min7 C#min E C#min A B E A B E A B E A B E A B A C#min F#min7 C#min E A C#min F#min7 C#min E C#min A B E A B E A B E A B E A B C#min E Bmin D G A C D G A C F C F F# B E A B E A B A C#min F#min7 C#min E A C#min F#min7 C#min E C#min A B E C#min A B E C#min A B E A B E A B E A B E A B E
rock-corpus_58.jams,Good Golly Miss Molly,,rock,,,,,G:maj C:maj G:maj D:maj C:maj G:maj C:maj G:maj D:maj C:maj G:maj C:maj G:maj D:maj C:maj G:maj C:maj G:maj D:maj C:maj G:maj C:maj G:maj D:maj C:maj G:maj C:maj G:maj D:maj C:maj G:maj C:maj G:maj D:maj C:maj G:maj,<noparts> G C G D C G C G D C G C G D C G C G D C G C G D C G C G D C G C G D C G
